Employee ID,MonthlyIncome,TotalWorkingYears,Work Life Balance Rating,WorkLifeBalance,YearsSinceLastPromotion,Attrition,Department,EmployeeCount,Gender,HourlyRate,JobRole,Attrition Count
43494,35712,7,Excellent,4,3,Yes,Hardware,1,Female,86,Manager,1
43495,31481,36,Good,3,20,Yes,Sales,1,Male,93,Human Resources,1
43496,50814,2,Poor,1,1,No,Research & Development,1,Male,97,Manager,0
43497,11361,12,Good,3,5,Yes,Sales,1,Female,175,Manufacturing Director,1
43498,22999,11,Excellent,4,2,No,Research & Development,1,Male,174,Manager,0
43499,16157,18,Moderate,2,6,No,Software,1,Female,161,Laboratory Technician,0
43500,21275,35,Excellent,4,9,Yes,Sales,1,Male,193,Sales Executive,1
43501,19627,3,Excellent,4,2,No,Support,1,Female,139,Research Scientist,0
43502,1999,27,Moderate,2,3,Yes,Human Resources,1,Male,192,Healthcare Representative,1
43503,47533,14,Poor,1,1,Yes,Software,1,Female,35,Sales Representative,1
43504,49371,4,Excellent,4,1,Yes,Sales,1,Male,185,Developer,1
43505,23517,31,Excellent,4,1,No,Support,1,Female,72,Sales Executive,0
43506,40359,26,Poor,1,4,No,Software,1,Female,200,Developer,0
43507,15169,6,Good,3,1,Yes,Sales,1,Female,109,Research Scientist,1
43508,1212,8,Good,3,2,No,Hardware,1,Male,31,Human Resources,0
43509,41229,32,Good,3,2,Yes,Hardware,1,Female,71,Manager,1
43510,35269,37,Poor,1,16,No,Human Resources,1,Male,139,Human Resources,0
43511,13360,36,Moderate,2,9,No,Sales,1,Female,129,Manager,0
43512,14246,24,Excellent,4,15,No,Software,1,Female,41,Healthcare Representative,0
43513,48430,34,Good,3,25,No,Research & Development,1,Female,53,Developer,0
43514,37679,20,Good,3,1,Yes,Support,1,Female,143,Laboratory Technician,1
43515,49734,33,Moderate,2,2,No,Research & Development,1,Female,52,Manufacturing Director,0
43516,27728,34,Poor,1,14,No,Support,1,Male,191,Manager,0
43517,18105,9,Poor,1,5,Yes,Hardware,1,Female,40,Sales Executive,1
43518,39015,1,Poor,1,1,No,Support,1,Female,49,Sales Executive,0
43519,16341,10,Moderate,2,1,No,Hardware,1,Female,97,Research Scientist,0
43520,25689,33,Moderate,2,9,Yes,Software,1,Male,161,Manufacturing Director,1
43521,22893,16,Moderate,2,3,Yes,Human Resources,1,Male,143,Research Scientist,1
43522,20403,8,Excellent,4,6,Yes,Support,1,Male,141,Sales Executive,1
43523,23247,31,Moderate,2,3,No,Sales,1,Male,159,Manufacturing Director,0
43524,42401,22,Excellent,4,10,Yes,Hardware,1,Female,106,Manufacturing Director,1
43525,49938,29,Moderate,2,4,No,Hardware,1,Male,82,Manager,0
43526,14383,22,Moderate,2,1,No,Support,1,Male,56,Healthcare Representative,0
43527,44633,27,Poor,1,13,No,Sales,1,Male,110,Sales Representative,0
43528,30354,35,Good,3,1,Yes,Hardware,1,Female,93,Sales Representative,1
43529,28228,25,Poor,1,2,Yes,Support,1,Male,111,Laboratory Technician,1
43530,29132,15,Moderate,2,2,No,Support,1,Male,131,Sales Representative,0
43531,27382,24,Excellent,4,4,No,Software,1,Female,156,Laboratory Technician,0
43532,40715,27,Poor,1,2,Yes,Research & Development,1,Male,101,Healthcare Representative,1
43533,18441,31,Moderate,2,10,Yes,Human Resources,1,Male,108,Sales Representative,1
43534,35178,1,Excellent,4,1,No,Software,1,Male,51,Research Director,0
43535,12177,18,Excellent,4,3,Yes,Human Resources,1,Female,196,Manager,1
43536,16304,7,Good,3,1,Yes,Human Resources,1,Female,59,Manager,1
43537,15289,28,Moderate,2,9,Yes,Support,1,Male,73,Human Resources,1
43538,14623,13,Excellent,4,1,Yes,Software,1,Female,108,Research Director,1
43539,17095,24,Good,3,1,No,Support,1,Male,92,Research Director,0
43540,47058,24,Moderate,2,2,No,Support,1,Male,105,Healthcare Representative,0
43541,12360,21,Good,3,9,Yes,Support,1,Female,158,Manager,1
43542,22859,17,Poor,1,6,No,Sales,1,Male,110,Healthcare Representative,0
43543,33696,13,Poor,1,4,Yes,Research & Development,1,Female,145,Developer,1
43544,38005,40,Moderate,2,6,No,Sales,1,Female,190,Laboratory Technician,0
43545,29463,4,Moderate,2,2,Yes,Hardware,1,Male,59,Laboratory Technician,1
43546,12788,24,Moderate,2,4,No,Software,1,Female,37,Research Scientist,0
43547,35623,16,Poor,1,5,Yes,Support,1,Male,81,Laboratory Technician,1
43548,39728,13,Excellent,4,2,Yes,Research & Development,1,Male,83,Manufacturing Director,1
43549,2472,9,Poor,1,4,No,Research & Development,1,Male,148,Developer,0
43550,21542,27,Moderate,2,3,Yes,Research & Development,1,Male,64,Sales Representative,1
43551,49692,4,Moderate,2,1,No,Human Resources,1,Male,119,Laboratory Technician,0
43552,41333,36,Moderate,2,8,No,Software,1,Male,92,Sales Executive,0
43553,35667,9,Poor,1,7,No,Sales,1,Male,103,Research Director,0
43554,19697,15,Moderate,2,5,Yes,Sales,1,Male,108,Manufacturing Director,1
43555,39486,14,Excellent,4,5,Yes,Sales,1,Male,49,Developer,1
43556,25925,37,Good,3,6,No,Research & Development,1,Female,121,Laboratory Technician,0
43557,16583,32,Good,3,11,No,Software,1,Female,125,Sales Executive,0
43558,22999,6,Good,3,2,Yes,Support,1,Male,101,Research Scientist,1
43559,1449,4,Excellent,4,2,Yes,Software,1,Male,44,Healthcare Representative,1
43560,38568,14,Moderate,2,1,Yes,Software,1,Female,137,Developer,1
43561,43349,37,Good,3,1,No,Human Resources,1,Female,158,Healthcare Representative,0
43562,16576,4,Poor,1,1,No,Support,1,Male,142,Sales Executive,0
43563,23482,4,Poor,1,3,No,Human Resources,1,Female,159,Manager,0
43564,16758,1,Excellent,4,1,No,Support,1,Female,168,Healthcare Representative,0
43565,14533,12,Poor,1,6,No,Research & Development,1,Female,179,Developer,0
43566,41661,9,Moderate,2,6,Yes,Human Resources,1,Male,167,Laboratory Technician,1
43567,6033,26,Moderate,2,3,No,Support,1,Male,41,Human Resources,0
43568,33395,2,Poor,1,2,No,Software,1,Female,173,Laboratory Technician,0
43569,31487,34,Moderate,2,28,Yes,Human Resources,1,Male,178,Developer,1
43570,44807,35,Poor,1,23,Yes,Research & Development,1,Female,187,Manufacturing Director,1
43571,45693,40,Good,3,1,Yes,Hardware,1,Female,44,Human Resources,1
43572,2243,15,Poor,1,4,No,Human Resources,1,Female,122,Research Director,0
43573,13191,18,Excellent,4,3,Yes,Support,1,Female,192,Human Resources,1
43574,39610,25,Excellent,4,2,Yes,Sales,1,Female,47,Sales Executive,1
43575,31290,23,Good,3,9,Yes,Software,1,Male,171,Manager,1
43576,45908,25,Excellent,4,15,Yes,Research & Development,1,Female,127,Laboratory Technician,1
43577,23594,3,Good,3,1,Yes,Software,1,Male,33,Laboratory Technician,1
43578,30927,3,Excellent,4,2,No,Support,1,Male,89,Developer,0
43579,2481,31,Good,3,9,No,Sales,1,Male,84,Developer,0
43580,26300,10,Excellent,4,2,Yes,Support,1,Male,89,Developer,1
43581,11460,2,Poor,1,1,No,Software,1,Female,89,Sales Executive,0
43582,1590,6,Excellent,4,1,Yes,Research & Development,1,Male,140,Laboratory Technician,1
43583,20849,30,Poor,1,13,Yes,Sales,1,Female,177,Manager,1
43584,37605,37,Moderate,2,9,Yes,Sales,1,Female,88,Laboratory Technician,1
43585,12711,23,Poor,1,2,No,Support,1,Female,111,Sales Representative,0
43586,11631,27,Good,3,5,No,Human Resources,1,Male,93,Manager,0
43587,3491,32,Moderate,2,1,No,Research & Development,1,Male,131,Developer,0
43588,11755,2,Good,3,1,No,Software,1,Male,119,Manufacturing Director,0
43589,15272,24,Poor,1,5,Yes,Support,1,Female,99,Developer,1
43590,9996,39,Excellent,4,13,No,Research & Development,1,Male,175,Research Scientist,0
43591,19118,22,Moderate,2,13,No,Support,1,Female,80,Research Director,0
43592,36393,28,Good,3,4,No,Human Resources,1,Female,51,Laboratory Technician,0
43593,36411,30,Good,3,13,No,Software,1,Male,32,Manager,0
43594,8769,37,Poor,1,9,Yes,Support,1,Female,73,Research Director,1
43595,46645,32,Good,3,20,No,Sales,1,Male,102,Laboratory Technician,0
43596,35344,28,Excellent,4,3,Yes,Sales,1,Female,132,Healthcare Representative,1
43597,12590,28,Good,3,7,No,Research & Development,1,Female,154,Sales Executive,0
43598,19884,9,Good,3,2,Yes,Sales,1,Female,149,Manager,1
43599,46287,13,Good,3,2,No,Support,1,Female,100,Laboratory Technician,0
43600,11582,40,Good,3,2,Yes,Sales,1,Female,177,Human Resources,1
43601,1799,32,Excellent,4,3,No,Hardware,1,Male,103,Research Scientist,0
43602,4349,31,Poor,1,5,Yes,Human Resources,1,Male,131,Developer,1
43603,43151,8,Moderate,2,7,Yes,Human Resources,1,Male,67,Healthcare Representative,1
43604,2704,10,Poor,1,3,No,Human Resources,1,Male,165,Human Resources,0
43605,48410,26,Poor,1,16,Yes,Software,1,Male,144,Research Director,1
43606,33962,21,Poor,1,17,Yes,Sales,1,Female,74,Manufacturing Director,1
43607,23330,1,Moderate,2,1,No,Sales,1,Male,51,Human Resources,0
43608,48891,29,Excellent,4,2,Yes,Hardware,1,Female,189,Laboratory Technician,1
43609,10511,15,Poor,1,9,No,Hardware,1,Male,35,Manager,0
43610,15533,15,Good,3,5,No,Sales,1,Female,165,Manager,0
43611,42496,30,Excellent,4,16,Yes,Support,1,Male,163,Manager,1
43612,23382,13,Excellent,4,5,Yes,Human Resources,1,Female,117,Research Director,1
43613,49758,32,Excellent,4,1,Yes,Hardware,1,Male,177,Sales Representative,1
43614,27598,17,Excellent,4,7,No,Human Resources,1,Female,59,Manager,0
43615,46998,22,Good,3,16,Yes,Research & Development,1,Male,114,Manager,1
43616,25443,3,Poor,1,1,No,Hardware,1,Female,143,Research Director,0
43617,33713,2,Good,3,2,Yes,Sales,1,Female,55,Manufacturing Director,1
43618,19641,22,Moderate,2,4,No,Software,1,Male,133,Human Resources,0
43619,7449,38,Poor,1,4,Yes,Software,1,Male,164,Manufacturing Director,1
43620,35831,24,Poor,1,12,No,Research & Development,1,Female,182,Research Scientist,0
43621,50691,9,Good,3,2,No,Sales,1,Female,150,Sales Representative,0
43622,23812,38,Moderate,2,9,No,Sales,1,Female,57,Sales Executive,0
43623,14826,13,Moderate,2,1,No,Human Resources,1,Male,65,Sales Executive,0
43624,34768,4,Excellent,4,1,No,Research & Development,1,Male,174,Manager,0
43625,37104,28,Poor,1,14,No,Sales,1,Male,134,Healthcare Representative,0
43626,29148,13,Excellent,4,5,No,Sales,1,Female,133,Research Director,0
43627,39059,21,Poor,1,18,No,Sales,1,Female,86,Laboratory Technician,0
43628,32408,15,Good,3,7,No,Sales,1,Female,74,Research Director,0
43629,17300,4,Good,3,4,Yes,Software,1,Female,177,Laboratory Technician,1
43630,18285,1,Good,3,1,No,Research & Development,1,Female,120,Healthcare Representative,0
43631,50128,33,Good,3,1,Yes,Research & Development,1,Female,47,Research Scientist,1
43632,11803,7,Poor,1,3,Yes,Support,1,Male,68,Laboratory Technician,1
43633,5913,6,Excellent,4,1,No,Hardware,1,Male,79,Research Scientist,0
43634,16686,20,Excellent,4,3,No,Support,1,Female,149,Sales Representative,0
43635,1657,1,Poor,1,1,No,Support,1,Male,93,Manager,0
43636,34378,38,Poor,1,31,Yes,Sales,1,Male,140,Laboratory Technician,1
43637,22703,10,Moderate,2,2,No,Research & Development,1,Male,159,Manufacturing Director,0
43638,4352,3,Poor,1,3,Yes,Hardware,1,Male,142,Human Resources,1
43639,27003,40,Moderate,2,3,No,Sales,1,Male,144,Healthcare Representative,0
43640,7892,20,Excellent,4,7,Yes,Research & Development,1,Male,200,Sales Executive,1
43641,19901,25,Moderate,2,8,Yes,Hardware,1,Female,124,Developer,1
43642,40044,39,Good,3,3,Yes,Human Resources,1,Female,133,Research Scientist,1
43643,47856,9,Poor,1,2,Yes,Software,1,Female,77,Developer,1
43644,16912,11,Moderate,2,8,No,Hardware,1,Female,78,Developer,0
43645,22052,24,Good,3,3,No,Sales,1,Female,43,Developer,0
43646,48002,20,Moderate,2,14,No,Research & Development,1,Male,114,Sales Executive,0
43647,45327,33,Excellent,4,14,No,Software,1,Male,117,Human Resources,0
43648,15782,24,Excellent,4,17,Yes,Sales,1,Female,81,Manufacturing Director,1
43649,28360,8,Excellent,4,1,No,Hardware,1,Male,163,Research Director,0
43650,17165,18,Moderate,2,3,Yes,Sales,1,Male,95,Research Scientist,1
43651,43548,27,Poor,1,4,Yes,Support,1,Female,80,Laboratory Technician,1
43652,34088,14,Excellent,4,2,No,Sales,1,Male,48,Research Director,0
43653,27530,32,Excellent,4,25,No,Hardware,1,Female,80,Research Scientist,0
43654,12885,2,Moderate,2,1,No,Research & Development,1,Female,42,Manager,0
43655,5761,32,Poor,1,2,Yes,Sales,1,Male,184,Research Director,1
43656,44630,33,Moderate,2,21,No,Research & Development,1,Male,157,Manager,0
43657,25113,15,Good,3,1,No,Human Resources,1,Female,182,Human Resources,0
43658,1150,31,Good,3,9,No,Human Resources,1,Male,189,Manufacturing Director,0
43659,42910,7,Poor,1,3,Yes,Support,1,Male,41,Manager,1
43660,43888,31,Moderate,2,5,Yes,Support,1,Male,74,Sales Representative,1
43661,33350,23,Good,3,1,No,Human Resources,1,Male,51,Research Director,0
43662,35303,23,Good,3,6,No,Research & Development,1,Female,33,Laboratory Technician,0
43663,34743,19,Good,3,5,No,Sales,1,Male,69,Human Resources,0
43664,44996,34,Moderate,2,19,Yes,Support,1,Male,181,Laboratory Technician,1
43665,23515,20,Poor,1,1,No,Human Resources,1,Female,165,Sales Representative,0
43666,5256,19,Moderate,2,4,Yes,Sales,1,Male,107,Healthcare Representative,1
43667,13397,14,Excellent,4,1,No,Research & Development,1,Male,51,Developer,0
43668,33203,7,Good,3,1,No,Software,1,Male,129,Manufacturing Director,0
43669,40758,12,Moderate,2,2,No,Support,1,Female,40,Sales Executive,0
43670,49216,10,Excellent,4,4,No,Support,1,Male,32,Research Scientist,0
43671,9497,33,Moderate,2,20,Yes,Support,1,Female,123,Sales Representative,1
43672,33848,8,Moderate,2,4,No,Hardware,1,Female,154,Manager,0
43673,31451,15,Excellent,4,2,No,Human Resources,1,Male,187,Research Scientist,0
43674,27897,15,Excellent,4,4,Yes,Support,1,Female,200,Research Director,1
43675,10747,40,Excellent,4,2,Yes,Support,1,Male,98,Sales Executive,1
43676,42828,33,Good,3,6,Yes,Support,1,Male,51,Developer,1
43677,33030,21,Poor,1,2,No,Research & Development,1,Female,175,Laboratory Technician,0
43678,11241,11,Excellent,4,7,Yes,Research & Development,1,Female,85,Manufacturing Director,1
43679,33024,37,Poor,1,6,No,Human Resources,1,Male,33,Research Director,0
43680,19562,29,Moderate,2,3,Yes,Research & Development,1,Female,69,Sales Executive,1
43681,26339,26,Moderate,2,12,No,Human Resources,1,Female,154,Manager,0
43682,27641,36,Poor,1,1,No,Human Resources,1,Female,188,Research Director,0
43683,3977,31,Moderate,2,5,Yes,Research & Development,1,Female,149,Healthcare Representative,1
43684,42465,40,Poor,1,11,No,Hardware,1,Male,138,Research Director,0
43685,50474,16,Excellent,4,4,No,Sales,1,Male,33,Research Director,0
43686,25651,11,Poor,1,1,Yes,Support,1,Male,82,Research Scientist,1
43687,9110,13,Excellent,4,3,No,Software,1,Female,112,Manufacturing Director,0
43688,26916,3,Excellent,4,3,No,Software,1,Male,167,Laboratory Technician,0
43689,30126,14,Good,3,1,Yes,Software,1,Male,61,Manufacturing Director,1
43690,48213,29,Moderate,2,5,Yes,Software,1,Female,106,Manager,1
43691,50387,22,Moderate,2,1,Yes,Hardware,1,Female,69,Sales Executive,1
43692,5723,26,Good,3,3,No,Support,1,Female,40,Sales Representative,0
43693,15428,9,Excellent,4,1,No,Software,1,Male,91,Research Director,0
43694,19373,34,Excellent,4,17,No,Hardware,1,Male,180,Human Resources,0
43695,17320,25,Moderate,2,8,Yes,Support,1,Female,182,Sales Executive,1
43696,22097,9,Moderate,2,1,Yes,Sales,1,Male,170,Manager,1
43697,34293,18,Poor,1,10,No,Human Resources,1,Female,76,Healthcare Representative,0
43698,43497,9,Moderate,2,1,Yes,Hardware,1,Female,43,Manager,1
43699,20560,39,Poor,1,10,Yes,Support,1,Female,44,Research Director,1
43700,35116,27,Good,3,8,Yes,Human Resources,1,Female,41,Laboratory Technician,1
43701,7263,38,Poor,1,21,Yes,Research & Development,1,Female,101,Developer,1
43702,16993,1,Good,3,1,Yes,Software,1,Male,38,Developer,1
43703,37999,35,Poor,1,2,No,Sales,1,Female,175,Sales Executive,0
43704,37698,2,Good,3,1,No,Human Resources,1,Female,46,Manager,0
43705,24850,10,Poor,1,2,No,Hardware,1,Male,112,Human Resources,0
43706,2530,40,Poor,1,1,Yes,Hardware,1,Female,61,Manager,1
43707,23357,38,Poor,1,6,No,Support,1,Female,157,Developer,0
43708,37066,27,Poor,1,19,No,Hardware,1,Female,116,Sales Executive,0
43709,37380,27,Excellent,4,1,No,Human Resources,1,Male,32,Sales Representative,0
43710,15753,31,Moderate,2,4,Yes,Support,1,Female,97,Laboratory Technician,1
43711,27277,8,Moderate,2,7,Yes,Sales,1,Female,48,Research Director,1
43712,47719,26,Good,3,17,No,Hardware,1,Male,100,Sales Representative,0
43713,7338,39,Poor,1,22,No,Support,1,Female,86,Healthcare Representative,0
43714,24506,12,Good,3,11,Yes,Software,1,Male,106,Manager,1
43715,30921,6,Poor,1,1,No,Sales,1,Male,132,Sales Executive,0
43716,46899,11,Good,3,1,No,Hardware,1,Female,191,Manufacturing Director,0
43717,24211,4,Moderate,2,2,No,Sales,1,Male,154,Sales Representative,0
43718,10548,23,Excellent,4,17,Yes,Software,1,Female,128,Manufacturing Director,1
43719,42062,9,Moderate,2,2,No,Research & Development,1,Female,36,Manufacturing Director,0
43720,42563,2,Good,3,1,No,Software,1,Male,198,Manufacturing Director,0
43721,31832,10,Poor,1,2,Yes,Research & Development,1,Female,175,Sales Representative,1
43722,43775,26,Moderate,2,10,Yes,Research & Development,1,Male,93,Healthcare Representative,1
43723,3678,21,Moderate,2,5,No,Software,1,Male,100,Research Director,0
43724,3849,27,Poor,1,4,Yes,Human Resources,1,Male,54,Human Resources,1
43725,18221,5,Excellent,4,1,Yes,Hardware,1,Female,100,Manager,1
43726,18934,33,Excellent,4,1,No,Software,1,Female,172,Manager,0
43727,15045,24,Moderate,2,3,No,Software,1,Female,60,Research Scientist,0
43728,4044,21,Excellent,4,4,Yes,Software,1,Female,199,Laboratory Technician,1
43729,17935,23,Moderate,2,7,Yes,Human Resources,1,Female,43,Sales Executive,1
43730,4846,8,Excellent,4,3,No,Hardware,1,Male,166,Developer,0
43731,15333,31,Poor,1,1,Yes,Sales,1,Male,172,Human Resources,1
43732,26056,6,Poor,1,2,No,Human Resources,1,Male,127,Manager,0
43733,26905,10,Moderate,2,2,Yes,Sales,1,Female,145,Laboratory Technician,1
43734,6121,14,Poor,1,11,No,Research & Development,1,Male,112,Sales Representative,0
43735,29697,18,Poor,1,1,No,Human Resources,1,Female,146,Sales Executive,0
43736,30378,9,Good,3,5,Yes,Hardware,1,Female,43,Human Resources,1
43737,29784,33,Excellent,4,12,No,Software,1,Female,129,Human Resources,0
43738,37380,14,Poor,1,2,Yes,Sales,1,Male,97,Manager,1
43739,27874,35,Poor,1,4,No,Software,1,Female,186,Manager,0
43740,35564,23,Moderate,2,14,Yes,Hardware,1,Female,183,Research Director,1
43741,39789,5,Poor,1,1,No,Research & Development,1,Female,100,Manufacturing Director,0
43742,9973,39,Moderate,2,4,No,Hardware,1,Male,101,Sales Executive,0
43743,45272,39,Excellent,4,8,Yes,Software,1,Male,177,Healthcare Representative,1
43744,11190,24,Good,3,4,Yes,Research & Development,1,Female,169,Human Resources,1
43745,1045,32,Excellent,4,1,No,Support,1,Female,189,Sales Executive,0
43746,31197,7,Moderate,2,2,No,Support,1,Female,57,Human Resources,0
43747,16569,24,Moderate,2,2,Yes,Hardware,1,Male,131,Developer,1
43748,33328,35,Moderate,2,7,No,Hardware,1,Male,116,Human Resources,0
43749,3430,1,Moderate,2,1,No,Human Resources,1,Female,73,Research Scientist,0
43750,16015,37,Good,3,8,No,Sales,1,Female,133,Sales Executive,0
43751,21803,34,Excellent,4,25,Yes,Hardware,1,Female,144,Laboratory Technician,1
43752,2511,39,Good,3,13,Yes,Software,1,Female,73,Research Director,1
43753,9917,26,Excellent,4,1,Yes,Sales,1,Male,68,Sales Representative,1
43754,11273,1,Excellent,4,1,No,Hardware,1,Female,187,Research Scientist,0
43755,44968,36,Good,3,2,No,Hardware,1,Female,65,Sales Representative,0
43756,24204,24,Excellent,4,6,Yes,Human Resources,1,Male,194,Human Resources,1
43757,46418,16,Moderate,2,12,Yes,Research & Development,1,Female,50,Manufacturing Director,1
43758,32424,18,Moderate,2,2,No,Research & Development,1,Male,133,Research Scientist,0
43759,45106,31,Good,3,13,Yes,Research & Development,1,Female,60,Healthcare Representative,1
43760,1775,38,Moderate,2,6,Yes,Support,1,Male,94,Sales Executive,1
43761,4129,19,Poor,1,16,No,Hardware,1,Female,125,Manufacturing Director,0
43762,12740,34,Poor,1,19,No,Support,1,Male,170,Research Director,0
43763,39903,23,Excellent,4,4,No,Research & Development,1,Male,195,Laboratory Technician,0
43764,41958,12,Poor,1,5,No,Sales,1,Female,124,Healthcare Representative,0
43765,4372,13,Excellent,4,10,Yes,Support,1,Female,146,Research Scientist,1
43766,15035,8,Good,3,7,No,Sales,1,Male,35,Sales Executive,0
43767,1778,38,Good,3,14,No,Sales,1,Female,52,Research Scientist,0
43768,22827,38,Excellent,4,20,No,Software,1,Female,137,Healthcare Representative,0
43769,25941,28,Poor,1,8,No,Human Resources,1,Male,126,Research Director,0
43770,5885,35,Poor,1,2,No,Hardware,1,Female,174,Human Resources,0
43771,16485,27,Moderate,2,4,No,Research & Development,1,Female,113,Research Director,0
43772,24261,8,Excellent,4,6,No,Human Resources,1,Male,161,Manufacturing Director,0
43773,44944,39,Moderate,2,9,No,Research & Development,1,Male,181,Research Director,0
43774,42341,32,Excellent,4,4,Yes,Software,1,Male,48,Manager,1
43775,4197,25,Moderate,2,8,No,Sales,1,Female,96,Research Scientist,0
43776,20915,32,Poor,1,13,Yes,Hardware,1,Male,100,Sales Representative,1
43777,37147,27,Excellent,4,12,Yes,Software,1,Female,179,Laboratory Technician,1
43778,21153,39,Poor,1,25,No,Support,1,Male,81,Manager,0
43779,3108,39,Moderate,2,14,Yes,Sales,1,Male,76,Research Scientist,1
43780,37689,21,Moderate,2,6,No,Software,1,Female,164,Research Director,0
43781,42817,10,Good,3,2,No,Human Resources,1,Male,106,Manufacturing Director,0
43782,40487,11,Excellent,4,2,No,Hardware,1,Female,48,Manager,0
43783,15521,22,Good,3,6,No,Human Resources,1,Female,108,Manufacturing Director,0
43784,17694,3,Good,3,1,Yes,Software,1,Male,129,Laboratory Technician,1
43785,44069,6,Excellent,4,1,No,Research & Development,1,Male,140,Developer,0
43786,24145,12,Poor,1,2,No,Sales,1,Female,84,Sales Representative,0
43787,16447,22,Good,3,4,No,Hardware,1,Female,65,Research Director,0
43788,2726,5,Excellent,4,4,Yes,Human Resources,1,Female,200,Research Director,1
43789,4704,5,Excellent,4,1,Yes,Hardware,1,Female,85,Laboratory Technician,1
43790,8279,29,Excellent,4,2,Yes,Human Resources,1,Female,183,Research Scientist,1
43791,24692,19,Excellent,4,4,No,Hardware,1,Female,200,Sales Representative,0
43792,26227,29,Good,3,1,Yes,Human Resources,1,Male,189,Human Resources,1
43793,22561,30,Excellent,4,4,No,Support,1,Female,38,Sales Executive,0
43794,40617,26,Poor,1,12,No,Hardware,1,Male,93,Research Scientist,0
43795,36457,10,Good,3,6,No,Hardware,1,Female,44,Developer,0
43796,18762,35,Good,3,11,Yes,Human Resources,1,Male,114,Manufacturing Director,1
43797,44351,9,Moderate,2,1,Yes,Human Resources,1,Female,76,Developer,1
43798,42175,22,Poor,1,8,Yes,Hardware,1,Female,101,Manager,1
43799,21430,27,Excellent,4,3,No,Hardware,1,Female,79,Research Director,0
43800,25981,19,Excellent,4,1,No,Software,1,Female,154,Research Scientist,0
43801,43009,19,Excellent,4,11,No,Hardware,1,Male,161,Manufacturing Director,0
43802,31482,2,Good,3,1,Yes,Research & Development,1,Female,158,Sales Representative,1
43803,31378,6,Poor,1,4,No,Human Resources,1,Female,41,Sales Representative,0
43804,39092,12,Poor,1,4,No,Research & Development,1,Female,129,Sales Executive,0
43805,7534,14,Good,3,1,Yes,Sales,1,Female,79,Human Resources,1
43806,11293,9,Moderate,2,3,No,Support,1,Female,62,Laboratory Technician,0
43807,21240,19,Moderate,2,2,No,Support,1,Female,161,Healthcare Representative,0
43808,37829,19,Good,3,4,Yes,Research & Development,1,Male,59,Human Resources,1
43809,45331,10,Poor,1,2,No,Research & Development,1,Female,115,Manager,0
43810,17811,7,Excellent,4,1,No,Software,1,Female,41,Human Resources,0
43811,32725,5,Excellent,4,2,No,Research & Development,1,Male,68,Manager,0
43812,45919,38,Good,3,6,No,Human Resources,1,Female,73,Laboratory Technician,0
43813,47060,35,Excellent,4,10,Yes,Software,1,Female,55,Manager,1
43814,32404,25,Good,3,18,No,Human Resources,1,Male,168,Manager,0
43815,40404,26,Good,3,21,No,Software,1,Female,117,Manufacturing Director,0
43816,49053,23,Good,3,4,Yes,Research & Development,1,Male,190,Research Director,1
43817,13975,14,Good,3,8,Yes,Sales,1,Male,110,Manufacturing Director,1
43818,5827,39,Moderate,2,1,Yes,Hardware,1,Male,164,Laboratory Technician,1
43819,10301,12,Moderate,2,1,No,Sales,1,Male,32,Human Resources,0
43820,25351,39,Poor,1,26,Yes,Human Resources,1,Male,151,Research Scientist,1
43821,47769,16,Good,3,1,No,Support,1,Male,181,Sales Representative,0
43822,44937,23,Moderate,2,13,Yes,Support,1,Male,106,Research Scientist,1
43823,20989,2,Good,3,1,No,Research & Development,1,Female,153,Research Scientist,0
43824,38338,3,Moderate,2,3,Yes,Hardware,1,Male,138,Healthcare Representative,1
43825,2919,39,Good,3,1,No,Software,1,Male,183,Human Resources,0
43826,11914,4,Moderate,2,2,Yes,Hardware,1,Male,144,Research Scientist,1
43827,47185,24,Moderate,2,1,Yes,Software,1,Female,162,Human Resources,1
43828,42404,24,Good,3,3,Yes,Software,1,Male,177,Manager,1
43829,1530,4,Poor,1,1,No,Support,1,Female,80,Developer,0
43830,35978,15,Moderate,2,8,No,Human Resources,1,Female,91,Developer,0
43831,5841,40,Poor,1,18,No,Sales,1,Female,73,Manufacturing Director,0
43832,50778,40,Moderate,2,11,Yes,Sales,1,Male,87,Sales Representative,1
43833,10675,29,Moderate,2,5,No,Sales,1,Female,122,Manufacturing Director,0
43834,37609,13,Good,3,1,Yes,Software,1,Male,86,Developer,1
43835,14740,6,Poor,1,2,Yes,Hardware,1,Female,71,Research Scientist,1
43836,15996,24,Good,3,8,No,Research & Development,1,Male,169,Laboratory Technician,0
43837,32245,12,Excellent,4,6,Yes,Human Resources,1,Female,108,Sales Executive,1
43838,15267,10,Moderate,2,2,No,Hardware,1,Male,95,Research Director,0
43839,13588,34,Excellent,4,13,No,Research & Development,1,Male,48,Research Director,0
43840,22871,32,Good,3,11,No,Human Resources,1,Male,41,Manufacturing Director,0
43841,5286,2,Moderate,2,1,Yes,Support,1,Male,57,Developer,1
43842,44607,9,Excellent,4,7,No,Human Resources,1,Female,148,Human Resources,0
43843,47609,36,Good,3,15,No,Sales,1,Male,38,Laboratory Technician,0
43844,43957,35,Excellent,4,1,No,Hardware,1,Male,94,Research Director,0
43845,20847,40,Poor,1,9,Yes,Sales,1,Male,64,Developer,1
43846,40202,36,Moderate,2,7,No,Research & Development,1,Female,101,Sales Representative,0
43847,13639,20,Good,3,14,Yes,Research & Development,1,Female,186,Manager,1
